_id,CI,term,data,timestamp,Transaction ID,Time in DB,Node,activity,Quality Control ID
{'$oid': '5efdde41b67c04dac383cea5'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.5823455,Node 13,Transaction initiated,
{'$oid': '5efdde41b67c04dac383cea7'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6028328,Node 13,Transaction in validated,
{'$oid': '5efdde41d9852e1f31f78086'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6128218,Node 19,Transaction received,
{'$oid': '5efdde41c88308c5f4299286'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6240275,Node 18,Transaction received,
{'$oid': '5efdde413b8c6bf40a936485'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6326194,Node 1,Transaction received,
{'$oid': '5efdde41528a81083bdf0da7'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6425624,Node 15,Transaction received,
{'$oid': '5efdde41bf5f7096a16ce3ea'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6503506,Node 3,Transaction received,
{'$oid': '5efdde4192136e5b4269d990'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6720686,Node 5,Transaction received,
{'$oid': '5efdde410f776105b2ef9cc6'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6800492,Node 8,Transaction received,
{'$oid': '5efdde4148b17815681b7dbb'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.6879535,Node 17,Transaction received,
{'$oid': '5efdde414a8c8a3a7d51c81c'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.701403,Node 4,Transaction received,
{'$oid': '5efdde41e1e1c02a56fe6e1f'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.718699,Node 10,Transaction received,
{'$oid': '5efdde418974c5020343b4c0'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.7342024,Node 9,Transaction received,
{'$oid': '5efdde4149adcb725be8bd3e'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.7523823,Node 16,Transaction received,
{'$oid': '5efdde41e9f7429b9521adae'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.7603326,Node 14,Transaction received,
{'$oid': '5efdde415e58954a910477d7'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.7668984,Node 11,Transaction received,
{'$oid': '5efdde41e369d7c05d019324'},7.0,1.0,{'d2': 12},1593695809.580678,7051381af20daa23544a608ec1e2d02ae5ac1b28f5e8270272df87c4441dac47,1593695809.7751427,Node 7,Transaction received,
