_id,CI,term,data,timestamp,Transaction ID,Time in DB,Node,activity,Quality Control ID
{'$oid': '5efe86f1a06291c26d86143b'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.334034,Node 2,Transaction initiated,
{'$oid': '5efe86f1a06291c26d86143d'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.3532815,Node 2,Transaction in validated,
{'$oid': '5efe86f14e6cd94c21a01f9b'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.3608797,Node 14,Transaction received,
{'$oid': '5efe86f10ded2a68833423d8'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.3683784,Node 20,Transaction received,
{'$oid': '5efe86f156cf7ff73d1ceaca'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.3841887,Node 18,Transaction received,
{'$oid': '5efe86f11b22a0a58b41838c'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.3916445,Node 4,Transaction received,
{'$oid': '5efe86f13cf7392de5c20b5f'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.4038088,Node 17,Transaction received,
{'$oid': '5efe86f1382ad1842ceb9507'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.4113119,Node 8,Transaction received,
{'$oid': '5efe86f1704d4f5f0185796c'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.42516,Node 5,Transaction received,
{'$oid': '5efe86f1d245cf9714026a3e'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.442584,Node 3,Transaction received,
{'$oid': '5efe86f1bf7d58d593d9becf'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.451943,Node 13,Transaction received,
{'$oid': '5efe86f1b54e81b870d2bef2'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.4609325,Node 7,Transaction received,
{'$oid': '5efe86f13470cff8af7e8dd1'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.480609,Node 19,Transaction received,
{'$oid': '5efe86f1d17c21c8ea1feaf5'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.5060618,Node 6,Transaction received,
{'$oid': '5efe86f19c063e71cd8af1e9'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.523732,Node 16,Transaction received,
{'$oid': '5efe86f1d4d6b92de1202337'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.5506358,Node 9,Transaction received,
{'$oid': '5efe86f12ca27a1e09e7b9b7'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.572728,Node 10,Transaction received,
{'$oid': '5efe86f1458fffd7b76cd8f8'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.5906947,Node 11,Transaction received,
{'$oid': '5efe86f1458fffd7b76cd8fa'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6093361,Node 11,Opening quality control,8_1
{'$oid': '5efe86f1458fffd7b76cd8fc'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6131358,Node 11,Filling quality control,8_1
{'$oid': '5efe86f1838782fd4c47005b'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6279297,Node 15,Transaction received,
{'$oid': '5efe86f1f32764af9b5b9ff2'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6633718,Node 1,Transaction received,
{'$oid': '5efe86f1f32764af9b5b9ff4'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6792195,Node 1,Opening quality control,8_1
{'$oid': '5efe86f1f32764af9b5b9ff6'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6821232,Node 1,Filling quality control,8_1
{'$oid': '5efe86f1838782fd4c47005d'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6863241,Node 15,Opening quality control,8_1
{'$oid': '5efe86f1838782fd4c47005f'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.6891737,Node 15,Filling quality control,8_1
{'$oid': '5efe86f12ca27a1e09e7b9b9'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.707117,Node 10,Opening quality control,8_1
{'$oid': '5efe86f12ca27a1e09e7b9bb'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.710586,Node 10,Filling quality control,8_1
{'$oid': '5efe86f1d4d6b92de1202339'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7162104,Node 9,Opening quality control,8_1
{'$oid': '5efe86f1d4d6b92de120233b'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.720365,Node 9,Filling quality control,8_1
{'$oid': '5efe86f19c063e71cd8af1eb'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7334168,Node 16,Opening quality control,8_1
{'$oid': '5efe86f19c063e71cd8af1ed'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7381868,Node 16,Filling quality control,8_1
{'$oid': '5efe86f1e7c6f1e470925242'},8.0,1.0,{'d4': 1},1593738993.3318043,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7451012,Node 12,Transaction received,
{'$oid': '5efe86f1e7c6f1e470925244'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.764542,Node 12,Opening quality control,8_1
{'$oid': '5efe86f1e7c6f1e470925246'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7677765,Node 12,Filling quality control,8_1
{'$oid': '5efe86f1d17c21c8ea1feaf7'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7730544,Node 6,Opening quality control,8_1
{'$oid': '5efe86f1d17c21c8ea1feaf9'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7772477,Node 6,Filling quality control,8_1
{'$oid': '5efe86f13470cff8af7e8dd3'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7892776,Node 19,Opening quality control,8_1
{'$oid': '5efe86f13470cff8af7e8dd5'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.7922873,Node 19,Filling quality control,8_1
{'$oid': '5efe86f1b54e81b870d2bef4'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.811349,Node 7,Opening quality control,8_1
{'$oid': '5efe86f1b54e81b870d2bef6'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.815612,Node 7,Filling quality control,8_1
{'$oid': '5efe86f1bf7d58d593d9bed1'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.8511693,Node 13,Opening quality control,8_1
{'$oid': '5efe86f1bf7d58d593d9bed3'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.8546782,Node 13,Filling quality control,8_1
{'$oid': '5efe86f1d245cf9714026a40'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.8774688,Node 3,Opening quality control,8_1
{'$oid': '5efe86f1d245cf9714026a42'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.8811245,Node 3,Filling quality control,8_1
{'$oid': '5efe86f1704d4f5f0185796e'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9019265,Node 5,Opening quality control,8_1
{'$oid': '5efe86f1704d4f5f01857970'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9049075,Node 5,Filling quality control,8_1
{'$oid': '5efe86f1382ad1842ceb9509'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9150934,Node 8,Opening quality control,8_1
{'$oid': '5efe86f1382ad1842ceb950b'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9176912,Node 8,Filling quality control,8_1
{'$oid': '5efe86f13cf7392de5c20b61'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9706888,Node 17,Opening quality control,8_1
{'$oid': '5efe86f13cf7392de5c20b63'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738993.9749587,Node 17,Filling quality control,8_1
{'$oid': '5efe86f21b22a0a58b41838e'},,,,,bc3d928c5002a2d82af59b4ff2e2adbc69969af2113c824f1b0ad9c3737b4e43,1593738994.0049155,Node 4,Opening quality control,8_1
